country,self_identification,experience_range,salary_range,tech_do
Netherlands,Developer; Programmer; Full-stack Developer; Full Stack Overflow Developer,2 - 5 years,"$30,000 - $40,000",JavaScript; PHP; WordPress
Taiwan,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Node.js; Objective-C; Python; Ruby; Swift"
United Kingdom,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",C#; Java; JavaScript; SQL; SQL Server
Canada,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",JavaScript; PHP; SQL; WordPress
Chile,Developer; Engineer; Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",C; Go; JavaScript; Objective-C; Perl; Python; SQL
Ukraine,Developer,2 - 5 years,"$30,000 - $40,000",AngularJS; CoffeeScript; Ruby; SQL
United Kingdom,Developer; Programmer; Full-stack Developer,1 - 2 years,"$30,000 - $40,000",JavaScript; Node.js; PHP; ReactJS; Ruby; SQL; SQL Server; WordPress
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",AngularJS; C#; JavaScript; SQL; SQL Server
United States,Developer; Programmer,6 - 10 years,"$30,000 - $40,000",AngularJS; C#; JavaScript; PHP; SQL
Italy,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",Cordova; Java; JavaScript; LAMP; MongoDB; PHP
China,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Python; Redis; SQL
Germany,Developer; Programmer; Ninja,11+ years,"$30,000 - $40,000",C#; SQL; Visual Basic
Germany,Developer; Engineer; Programmer; Ninja,6 - 10 years,"$30,000 - $40,000",JavaScript; LAMP; PHP; SQL
Switzerland,Developer,6 - 10 years,"$30,000 - $40,000",C++; Java; JavaScript; SQL
Brazil,Developer; Programmer; Ninja; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",C; C++; Java; MongoDB; Node.js; SQL; SQL Server
Canada,Developer; Programmer,1 - 2 years,"$30,000 - $40,000",Python
Hungary,Developer; Sr. Developer; Expert,6 - 10 years,"$30,000 - $40,000",Java
India,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",C; Hadoop; Java; Matlab; MongoDB; Python; R; Redis; SQL
Korea South,Developer,11+ years,"$30,000 - $40,000",AngularJS; Cordova; Java; JavaScript; LAMP; Node.js; PHP; SQL
Lithuania,Developer; Engineer; Programmer; Expert; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",JavaScript; MongoDB; PHP
Portugal,Developer; Engineer; Programmer; Rockstar; Ninja; Expert; Full-stack Developer; Hacker,6 - 10 years,"$30,000 - $40,000","Android; Arduino / Raspberry Pi; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); Go; Haskell; JavaScript; MongoDB; Python; R; Redis; Ruby; Rust; Scala; SQL"
Sweden,Developer; Engineer; Programmer; Sr. Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$30,000 - $40,000",JavaScript; PHP; Python; SQL
Australia,Developer,,"$30,000 - $40,000",Scala
Canada,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",C++; Python; Swift
France,Developer; Engineer; Programmer; Hacker,11+ years,"$30,000 - $40,000",Android; Arduino / Raspberry Pi; C++; Java; Matlab; Python
France,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",Java; SQL
Greece,Developer; Programmer; Sr. Developer,11+ years,"$30,000 - $40,000",Java
India,Developer; Engineer; Programmer; Sr. Developer; Manager; Guru; Full-stack Developer,11+ years,"$30,000 - $40,000",AngularJS; C#; Java; JavaScript; LAMP; Node.js; R
Ireland {Republic},Developer; Engineer; Manager; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Android; iOS; Java; JavaScript; Objective-C
Italy,Developer; Full-stack Developer; Full Stack Overflow Developer,6 - 10 years,"$30,000 - $40,000",JavaScript; Node.js; PHP
Nigeria,Developer; Engineer; Programmer; Sr. Developer; Manager; Guru; Full-stack Developer,6 - 10 years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; Node.js; PHP; Redis; SQL; WordPress"
Pakistan,Rockstar,2 - 5 years,"$30,000 - $40,000",AngularJS; C#; JavaScript; MongoDB; SQL Server
Russian Federation,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Hadoop; Java; JavaScript; Scala; SQL
United Kingdom,Developer,2 - 5 years,"$30,000 - $40,000",Java; Python; Scala; Spark; SQL
United Kingdom,Developer; Programmer; Ninja,2 - 5 years,"$30,000 - $40,000",C#; JavaScript; SQL; SQL Server
United Kingdom,Developer; Programmer,1 - 2 years,"$30,000 - $40,000",Android; Arduino / Raspberry Pi; JavaScript; Python
United States,Developer; Programmer; Ninja,Less than 1 year,"$30,000 - $40,000",AngularJS; C#; JavaScript
United States,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",Python; Ruby; WordPress
Belgium,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript; Python; Scala
Ukraine,Developer; Sr. Developer; Full Stack Overflow Developer,6 - 10 years,"$30,000 - $40,000",C#; JavaScript
Ukraine,Developer; Programmer,6 - 10 years,"$30,000 - $40,000",Arduino / Raspberry Pi; C#; Java; JavaScript; Windows Phone
United States,Developer; Programmer; Hacker,Less than 1 year,"$30,000 - $40,000",C#; Python; SQL; SQL Server
Canada,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",LAMP; PHP; SQL
Germany,Developer; Programmer; Full-stack Developer; Hacker,6 - 10 years,"$30,000 - $40,000",AngularJS; Go; Java; JavaScript; Node.js; Scala; SQL
Spain,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript; MongoDB; Node.js; PHP; Redis
Spain,Full-stack Developer,11+ years,"$30,000 - $40,000",AngularJS; C++; C#; Java; JavaScript; LAMP; Python; R; SQL; SQL Server
Austria,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",AngularJS; Java; JavaScript; PHP; Python; SQL; WordPress
Brazil,Developer; Expert,11+ years,"$30,000 - $40,000",C#
Costa Rica,Engineer,2 - 5 years,"$30,000 - $40,000",C#; JavaScript; SQL Server
Germany,Developer; Programmer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",C#; CoffeeScript; JavaScript; MongoDB; PHP; SQL; WordPress
Ireland {Republic},Developer; Programmer; Rockstar,6 - 10 years,"$30,000 - $40,000",AngularJS; C#; Java; JavaScript; MongoDB; Node.js; Objective-C; SQL; WordPress
Sweden,Developer; Engineer; Programmer; Full-stack Developer,Less than 1 year,"$30,000 - $40,000",AngularJS; C; CoffeeScript; Go; Java; JavaScript; Node.js
Sweden,Sr. Developer,11+ years,"$30,000 - $40,000",iOS; JavaScript; Objective-C; PHP; WordPress
United Kingdom,Developer; Engineer; Rockstar; Ninja,6 - 10 years,"$30,000 - $40,000",MongoDB; Python; SQL
Netherlands,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",F#; Haskell; SQL; SQL Server
Poland,Sr. Developer,6 - 10 years,"$30,000 - $40,000",iOS; Ruby; Swift
United States,,Less than 1 year,"$30,000 - $40,000",
Belgium,Engineer; Manager; Rockstar; Guru,2 - 5 years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; PHP"
Canada,Programmer,1 - 2 years,"$30,000 - $40,000",Java; JavaScript; PHP; Python
France,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",Android; Java; JavaScript
Germany,Developer; Engineer; Rockstar; Expert; Full-stack Developer; Hacker,6 - 10 years,"$30,000 - $40,000",Android; Arduino / Raspberry Pi; C; C++; C#; iOS; Java; Objective-C; Python; SQL; SQL Server; Swift
Germany,Developer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript
Netherlands,Programmer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",AngularJS; C#; Java; JavaScript; LAMP; Node.js; PHP; SQL
Netherlands,Developer; Engineer; Programmer; Ninja; Full-stack Developer; Hacker,2 - 5 years,"$30,000 - $40,000",JavaScript; MongoDB; Node.js; ReactJS
Slovenia,Developer; Engineer; Programmer; Sr. Developer,11+ years,"$30,000 - $40,000",AngularJS; C#; CoffeeScript; Java; JavaScript; Node.js; SQL; SQL Server; Windows Phone
Spain,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",C#; SQL; SQL Server
United Kingdom,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",JavaScript; LAMP; PHP; SQL
United States,Developer,2 - 5 years,"$30,000 - $40,000",C#
Uruguay,Developer; Programmer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",Android; C++; Java
Ireland {Republic},Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript; Python; SQL; Visual Basic
Sweden,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Android; C; C++; C#; Java; Python; SQL
Ukraine,Sr. Developer,6 - 10 years,"$30,000 - $40,000",C; Python
United Kingdom,Rockstar; Ninja; Guru,11+ years,"$30,000 - $40,000",JavaScript; PHP; SQL
France,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Full Stack Overflow Developer; Hacker,11+ years,"$30,000 - $40,000",AngularJS; Java; JavaScript; Node.js
India,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Ninja; Guru; Expert; Full-stack Developer; Full Stack Overflow Developer; Hacker,6 - 10 years,"$30,000 - $40,000",C; C++; Go; Java; Perl; Python; Rust
Italy,Engineer; Programmer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",Java; SQL
Spain,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Go; JavaScript; MongoDB; ReactJS
Spain,Developer,11+ years,"$30,000 - $40,000",JavaScript; LAMP; PHP; Redis; Ruby
Belgium,Developer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",CoffeeScript; JavaScript; Ruby
Brazil,Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",Java; JavaScript
Netherlands,Engineer,2 - 5 years,"$30,000 - $40,000",Android; C#; iOS; JavaScript; PHP; SQL; Windows Phone
Poland,Engineer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",Ruby
Spain,Developer; Engineer; Hacker,2 - 5 years,"$30,000 - $40,000",Android; Objective-C
Sweden,Developer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Android; iOS; Java; JavaScript; Node.js; Objective-C
United Kingdom,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript; SQL; Swift
France,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",JavaScript; Ruby
Germany,Developer; Manager; Ninja,2 - 5 years,"$30,000 - $40,000",
Mexico,Programmer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",Java; JavaScript; Python; SQL
Australia,Developer; Programmer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",C++; JavaScript; LAMP; PHP; SQL
Canada,Developer; Engineer; Programmer; Full-stack Developer,11+ years,"$30,000 - $40,000","AngularJS; Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Node.js; Python; Redis; Ruby; SQL"
Canada,Developer; Programmer; Ninja,2 - 5 years,"$30,000 - $40,000",Android; Java
Canada,Developer,Less than 1 year,"$30,000 - $40,000",AngularJS; JavaScript
Cyprus,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$30,000 - $40,000",C++; C#; MongoDB
Finland,Developer; Engineer; Programmer; Expert,6 - 10 years,"$30,000 - $40,000",AngularJS; Cordova; Java; JavaScript; SQL
France,Developer; Engineer; Programmer,1 - 2 years,"$30,000 - $40,000",Android; Java; SQL
Germany,Developer; Engineer; Ninja,2 - 5 years,"$30,000 - $40,000",Android; AngularJS; C++; iOS; Perl; PHP; Ruby; SQL; SQL Server; Windows Phone; WordPress
Germany,Developer; Programmer; Ninja,2 - 5 years,"$30,000 - $40,000",Java; PHP; SQL
Germany,Developer; Engineer; Programmer,6 - 10 years,"$30,000 - $40,000",C++
India,Ninja,6 - 10 years,"$30,000 - $40,000",SQL; SQL Server
Netherlands,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",AngularJS; JavaScript; PHP; SQL
Netherlands,Developer; Programmer; Full-stack Developer,11+ years,"$30,000 - $40,000",iOS; JavaScript; LAMP; PHP; SQL; Windows Phone
Poland,Engineer; Expert; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",CoffeeScript; Java; R; Scala
Russian Federation,Developer; Programmer; Sr. Developer; Guru; Expert; Full-stack Developer,11+ years,"$30,000 - $40,000",C; C#; Cassandra; Hadoop; Java; JavaScript; Matlab; Python; R; Spark; SQL; SQL Server
Singapore,Engineer,1 - 2 years,"$30,000 - $40,000",C++; Python
Slovenia,Engineer; Programmer; Sr. Developer; Expert; Full-stack Developer,11+ years,"$30,000 - $40,000",JavaScript; LAMP; MongoDB; PHP; Redis
Spain,Developer; Programmer; Sr. Developer; Full-stack Developer,11+ years,"$30,000 - $40,000",C; C#; Java; JavaScript; PHP; Rust
Turkey,Engineer; Sr. Developer; Expert; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",C; C++; Matlab
Ukraine,Developer,2 - 5 years,"$30,000 - $40,000",AngularJS; C#; JavaScript
Ukraine,Developer; Engineer,11+ years,"$30,000 - $40,000",C#
United Kingdom,Developer,2 - 5 years,"$30,000 - $40,000",JavaScript; LAMP; PHP; WordPress
United Kingdom,Developer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Arduino / Raspberry Pi; C#; JavaScript; SQL; SQL Server; WordPress
United Kingdom,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",C; Perl; Python
United Kingdom,Developer; Programmer; Full-stack Developer,11+ years,"$30,000 - $40,000",iOS; JavaScript; LAMP; Objective-C; PHP
United States,Developer; Programmer,6 - 10 years,"$30,000 - $40,000","AngularJS; C#; Cloud (AWS, GAE, Azure, etc.); Hadoop; Java; JavaScript; LAMP; PHP; SQL; SQL Server; Windows Phone"
United States,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",Android; C++; C#; Cordova; JavaScript; SQL; SQL Server; Visual Basic
Venezuela,Developer; Engineer; Programmer; Sr. Developer; Manager; Hacker,11+ years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; Ruby; SharePoint; SQL; SQL Server"
Australia,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",Java
Canada,Programmer,6 - 10 years,"$30,000 - $40,000",Matlab; Python
United Kingdom,Developer; Programmer; Full-stack Developer,1 - 2 years,"$30,000 - $40,000",JavaScript; LAMP; Perl; Ruby; SQL
France,Developer; Engineer; Ninja; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",JavaScript; Python; SQL
Spain,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Java; JavaScript; LAMP; MongoDB; Node.js; PHP; Scala; SQL
Germany,Developer; Engineer; Programmer; Ninja; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",AngularJS; Java; JavaScript; Node.js; PHP; ReactJS; SQL
Germany,Developer; Engineer; Programmer,6 - 10 years,"$30,000 - $40,000",Java; SQL
Poland,Developer; Engineer; Ninja,6 - 10 years,"$30,000 - $40,000",C++; Java; JavaScript; Node.js; Python; Scala
Poland,Sr. Developer,11+ years,"$30,000 - $40,000",C; C++; Haskell; iOS; Objective-C; Swift
Romania,Sr. Developer,6 - 10 years,"$30,000 - $40,000",PHP; SQL
Spain,Developer; Engineer; Programmer; Hacker,2 - 5 years,"$30,000 - $40,000",C; Python
United Kingdom,Programmer; Manager; Expert,2 - 5 years,"$30,000 - $40,000",Hadoop; Python; SQL; SQL Server; Visual Basic
United Kingdom,Developer; Engineer; Programmer,1 - 2 years,"$30,000 - $40,000",C#; JavaScript; MongoDB; SQL; SQL Server
France,Developer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",Android; C#; Cordova; Java; JavaScript; Node.js
New Zealand,Developer; Engineer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",AngularJS; C; C++; JavaScript; Node.js; Redis
Sweden,Developer,2 - 5 years,"$30,000 - $40,000",JavaScript
Belarus,Developer; Engineer; Programmer; Sr. Developer,2 - 5 years,"$30,000 - $40,000",Android; Java; JavaScript; Ruby; SQL
Canada,Developer,1 - 2 years,"$30,000 - $40,000",AngularJS; C++; C#; MongoDB; Node.js; Python; SQL Server
Canada,Developer; Programmer,6 - 10 years,"$30,000 - $40,000",C; Java; JavaScript; Python; SQL
Germany,Developer; Engineer; Programmer,11+ years,"$30,000 - $40,000",JavaScript; PHP; Python; SQL
Germany,Developer; Engineer; Programmer; Full-stack Developer,11+ years,"$30,000 - $40,000","AngularJS; CoffeeScript; Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; PHP; Python"
India,Sr. Developer; Manager,11+ years,"$30,000 - $40,000",C#; JavaScript
Ireland {Republic},Developer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",PHP
Korea South,Developer; Programmer,Less than 1 year,"$30,000 - $40,000",C; C++; C#
Netherlands,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer; Hacker,11+ years,"$30,000 - $40,000",Android; Java; JavaScript; Perl; PHP; SQL; SQL Server; WordPress
New Zealand,Developer; Engineer; Programmer; Sr. Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000","Android; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; LAMP; MongoDB; Node.js; PHP; Redis; SQL"
Singapore,Developer; Engineer,1 - 2 years,"$30,000 - $40,000",Android; Java; JavaScript; Perl; PHP
Spain,Developer; Engineer; Programmer,6 - 10 years,"$30,000 - $40,000",Android; C#; Java
Ukraine,Developer; Engineer,6 - 10 years,"$30,000 - $40,000",PHP; Redis; SQL; SQL Server
United Kingdom,Developer; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",Go; JavaScript; PHP
United Kingdom,Developer; Engineer; Programmer,2 - 5 years,"$30,000 - $40,000",Python
United States,Hacker,1 - 2 years,"$30,000 - $40,000",Arduino / Raspberry Pi; JavaScript; WordPress
United Kingdom,Developer; Sr. Developer,11+ years,"$30,000 - $40,000",JavaScript; PHP; SQL; WordPress
France,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",SQL
Ireland {Republic},Developer,2 - 5 years,"$30,000 - $40,000",C#; JavaScript; SQL Server
Brazil,Developer; Engineer; Programmer; Sr. Developer; Manager; Hacker,11+ years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); Java; JavaScript; PHP; SQL; WordPress"
Finland,Developer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",JavaScript; Ruby
France,Engineer,1 - 2 years,"$30,000 - $40,000",AngularJS; CoffeeScript; JavaScript; MongoDB; Node.js; Ruby
Germany,Developer,6 - 10 years,"$30,000 - $40,000",AngularJS; JavaScript; MongoDB; Node.js; PHP; SQL; WordPress
United Kingdom,Developer; Engineer; Programmer; Expert,6 - 10 years,"$30,000 - $40,000","Android; Arduino / Raspberry Pi; Cloud (AWS, GAE, Azure, etc.); iOS; JavaScript; Objective-C; PHP; SQL; SQL Server; Visual Basic"
Brazil,Sr. Developer; Ninja; Full-stack Developer,11+ years,"$30,000 - $40,000","Android; Arduino / Raspberry Pi; AngularJS; C; C++; Cassandra; Cordova; Cloud (AWS, GAE, Azure, etc.); iOS; Java; JavaScript; LAMP; MongoDB; Node.js; Objective-C; Python; R; Scala; Windows Phone; WordPress"
Costa Rica,Developer; Engineer; Programmer; Sr. Developer; Rockstar; Full-stack Developer,6 - 10 years,"$30,000 - $40,000",C#
Germany,Developer; Programmer; Ninja,2 - 5 years,"$30,000 - $40,000",Android; Java; JavaScript; LAMP; PHP; Python; Scala
Australia,Developer; Programmer; Full-stack Developer,2 - 5 years,"$30,000 - $40,000",C#; Cordova; JavaScript; SQL; SQL Server; Visual Basic
Canada,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",Android; Go; Java; JavaScript; Node.js
Finland,Developer; Programmer; Ninja; Full-stack Developer,2 - 5 years,"$30,000 - $40,000","Cloud (AWS, GAE, Azure, etc.); JavaScript; MongoDB; Node.js; ReactJS; Ruby"
France,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"$30,000 - $40,000",JavaScript; PHP; Python; SQL
France,Developer; Engineer,2 - 5 years,"$30,000 - $40,000",C; C++; Matlab; Visual Basic
India,Engineer; Programmer; Sr. Developer,6 - 10 years,"$30,000 - $40,000",AngularJS; JavaScript; SQL Server
India,Developer; Engineer; Programmer; Full-stack Developer,1 - 2 years,"$30,000 - $40,000",Android; C#; Java; SQL
Indonesia,Developer; Programmer,2 - 5 years,"$30,000 - $40,000",JavaScript
Ireland {Republic},Developer,Less than 1 year,"$30,000 - $40,000",Haskell; Java; Python
